ts,mean,min,max,std,count
2026-02-05 00:00:00,50.382205467636204,50.382205467636204,50.382205467636204,,1
2026-02-05 00:01:00,49.57104560373933,48.84151393683608,50.52171827610253,0.34265534625915445,60
2026-02-05 00:02:00,50.39473182956275,49.665992216328284,51.551104686640215,0.3923142482654577,60
2026-02-05 00:03:00,49.6541829391533,48.7529727410474,50.525243659073055,0.40224016503642507,60
2026-02-05 00:04:00,50.43019235252178,49.37581518791627,51.380311452719155,0.44034397533269953,60
2026-02-05 00:05:00,49.73709692206181,48.7470408759461,50.66510978754387,0.41231038479444226,60
2026-02-05 00:06:00,50.45605465814398,49.53855944167244,51.314611127581855,0.3787385298055634,60
2026-02-05 00:07:00,49.7050812291546,48.90158809194359,50.97443127770884,0.3858273467472426,60
2026-02-05 00:08:00,50.47362918362727,49.33327217967575,51.536126451580955,0.41766660731713173,60
2026-02-05 00:09:00,49.680038861341394,48.753927782208656,50.512848005242205,0.37533928299764,60
2026-02-05 00:10:00,50.503794697324075,49.77674443137542,51.61874128566248,0.3925394416170718,60
2026-02-05 00:11:00,49.67312438790567,48.75764383607954,50.52439467528519,0.3544000306499473,60
2026-02-05 00:12:00,50.57036877148459,49.410101833248206,51.461568337353626,0.4471680987628533,60
2026-02-05 00:13:00,49.74978985927958,48.904929701323965,50.749386673629786,0.405240435322001,60
2026-02-05 00:14:00,50.50205393963909,49.656166976552,51.46863911484092,0.3540745998877188,60
2026-02-05 00:15:00,49.844436527380545,48.58764823405691,50.884148523744564,0.41924963095352275,60
2026-02-05 00:16:00,50.58822006069078,49.83999946475071,51.42477695564484,0.3754696380920942,60
2026-02-05 00:17:00,49.85921679090435,49.143565989805964,51.106507123004526,0.394539900298334,60
2026-02-05 00:18:00,50.63234960017261,49.820283050668834,51.344374010175734,0.36572807219381975,60
2026-02-05 00:19:00,49.82650072400342,48.89022615185385,50.83139876984796,0.4647313362672468,60
2026-02-05 00:20:00,50.59354251659612,49.71808527639669,51.3274938465998,0.420194648339722,60
2026-02-05 00:21:00,49.84763177183801,48.92275551730604,50.7523971416462,0.4609636652908822,60
2026-02-05 00:22:00,50.68968574626288,49.81346843815602,51.70380273267721,0.4110655546267741,60
2026-02-05 00:23:00,49.90645601261581,49.13900917983275,50.70718202249892,0.37250223445508557,60
2026-02-05 00:24:00,50.67994494002938,49.8664999512389,51.60158285814068,0.4099232758514149,60
2026-02-05 00:25:00,49.86721986305805,48.809391562279636,50.758860913712866,0.4234692227499771,60
2026-02-05 00:26:00,50.632914555159886,49.79755720709496,51.470173942897596,0.3933313997539479,60
